id,ident,type,name,latitude_deg,longitude_deg
411,SNUT,small_airport,Utinga Airport,-12.10550022,-41.07450104
412,SNVB,small_airport,Valença Airport,-13.29650021,-38.99240112
413,SNVR,small_airport,Aeroclube da Bahia Airport,-13.02470016,-38.66579819
414,SNVS,small_airport,Breves Airport,-1.636530042,-50.4435997
415,SNWR,small_airport,Wilma Rabelo Airport,-2.636590004,-51.82699966
416,SNWS,small_airport,Crateús Airport,-5.211349964,-40.70420074
417,SNXB,small_airport,Caxambu Airport,-21.91699982,-44.96820068
418,SNXG,small_airport,Fazenda dos Castanhais Airport,-6.774869919,-49.36130142
419,SNXH,small_airport,Itapecuru Airport,-4.513055801,-44.02000046
420,SNXQ,small_airport,Xique-Xique Airport,-10.83409977,-42.6833992
421,SNXX,small_airport,Maxaranguape Airport,-5.384140015,-35.52840042
422,SNYB,small_airport,Ituiutaba Airport,-18.99979973,-49.48669815
423,SNYE,small_airport,Pinheiro Airport,-2.483611107,-45.0672226
424,SNYT,small_airport,Ituaçu Airport,-13.82830048,-41.3022995
425,SNZA,small_airport,Pouso Alegre Airport,-22.28919983,-45.91910172
426,SNZK,small_airport,Fazenda Canadá Airport,-15.02429962,-44.03910065
427,SNZP,small_airport,Poções Airport,-14.52260017,-40.34500122
428,SNZR,small_airport,Paracatu Airport,-17.24259949,-46.8830986
429,SSAB,small_airport,Ibaiti Airport,-23.7621994,-50.26300049
430,SSAD,small_airport,Fazenda Ribeirão Airport,-18.76399994,-52.91759872
431,SSAN,small_airport,Andirá Airport,-23.02729988,-50.22750092
432,SSAP,small_airport,Apucarana Airport,-23.609501,-51.384499
433,SSAY,small_airport,Sítio Pouso do Aviador Airport,-20.4885006,-54.48289871
434,SSBB,small_airport,Estrela Dalva Airport,-20.67499924,-56.62969971
435,SSBE,small_airport,Camapuã Airport,-19.59840012,-54.02109909
436,SSBL,small_airport,Blumenau Airport,-26.83060074,-49.09030151
437,SSBT,small_airport,Fazenda Santa Ilídia Airport,-22.32430077,-53.09500122
438,SSBV,small_airport,Bela Vista Airport,-22.08160019,-56.53860092
439,SSBY,small_airport,Orlando Chesini Ometto Airport,-20.09950066,-56.79389954
440,SSCI,small_airport,Coxim Airport,-18.47769928,-54.71469879
441,SSCK,small_airport,Concórdia Airport,-27.18059921,-52.05270004
442,SSCN,small_airport,Canela Airport,-29.3701992,-50.83200073
443,SSCP,small_airport,Cornélio Procópio Airport,-23.15250015,-50.60250092
444,SSCR,small_airport,Marechal Cândido Rondon Airport,-24.51269913,-54.05469894
445,SSCT,small_airport,Cianorte Airport,-23.69149971,-52.64189911
446,SSDC,small_airport,Dionísio Cerqueira Airport,-26.295834,-53.630654
447,SSDO,small_airport,Dourados Airport,-22.2019,-54.926601
449,SSER,small_airport,Erechim Airport,-27.66189957,-52.2682991
450,SSFA,small_airport,Foz do Areia Airport,-25.98150063,-51.64070129
451,SSFB,small_airport,Francisco Beltrão Airport,-26.05920029,-53.06349945
452,SSFE,small_airport,Estância Hércules Airport,-25.46069908,-54.59880066
453,SSFI,small_airport,Fazenda Itamaratí Airport,-22.1882,-55.57780075
455,SSGA,small_airport,Garibaldi Airport,-29.26939964,-51.53170013
456,SSGB,small_airport,Guaratuba Airport,-25.88159943,-48.61209869
457,SSGC,small_airport,General Canrobert Pereira da Costa Airport,-20.45330048,-55.75759888
458,SSGF,small_airport,Fazenda Formosa Airport,-20.19949913,-53.22489929
459,SSGW,small_airport,Goio-Erê Airport,-24.22030067,-53.04449844
460,SSGY,small_airport,Guaíra Airport,-24.08110046,-54.19169998
461,SSHG,small_airport,Hyran Garcete Airport,-22.3593998,-55.76390076
462,SSHX,small_airport,Fazenda Jatobá Airport,-23.92379951,-55.30189896
463,SSHZ,small_airport,Walter Bündchen Airport,-27.63829994,-54.33909988
464,SSID,small_airport,Independência Airport,-22.2791996,-53.38349915
465,SSIF,small_airport,Fazenda Baunilha Airport,-23.56030083,-54.03390121
466,SSIJ,small_airport,Ijuí Airport,-28.36870003,-53.84659958
467,SSJA,small_airport,Santa Terezinha Airport,-27.17140007,-51.55329895
468,SSJI,small_airport,Jardim Airport,-21.49309921,-56.15259933
469,SSJP,small_airport,Fazenda Junqueira Airport,-22.89500046,-51.9291687
470,SSKG,small_airport,Estância Santa Maria Airport,-20.50530052,-54.52550125
471,SSKM,small_airport,Campo Mourão Airport,-24.00919914,-52.35680008
472,SSKN,small_airport,Campo Novo Airport,-27.66720009,-53.80899811
473,SSKS,small_airport,Cachoeira do Sul Airport,-30.00189972,-52.94079971
474,SSKZ,small_airport,Carazinho Airport,-28.32250023,-52.81620026
475,SSLN,small_airport,Helmuth Baungarten Airport,-27.15999985,-49.54249954
476,SSLO,small_airport,Loanda Airport,-22.91710091,-53.14899826
477,SSLT,small_airport,Alegrete Novo Airport,-29.81270027,-55.89339828
478,SSMD,small_airport,Medianeira Airport,-25.31089973,-54.07049942
479,SSMR,small_airport,Manoel Ribas Airport,-24.52960014,-51.65190125
480,SSMT,small_airport,Mostardas Airport,-31.10359955,-50.91030121
481,SSMY,small_airport,São Miguel do Iguaçu Airport,-25.39888889,-54.23472222
482,SSNB,small_airport,Naviraí Airport,-23.03479958,-54.18019867
483,SSNW,small_airport,Fazenda Buriti Airport,-12.30249977,-45.51390076
484,SSOE,small_airport,São Miguel do Oeste Airport,-26.78160095,-53.50350189
485,SSOG,small_airport,Arapongas Airport,-23.3529,-51.491699
486,SSOL,small_airport,Lavras Airport,-21.24060059,-44.96390152
487,SSPB,small_airport,Pato Branco Airport,-26.21780014,-52.69430161
488,SSPF,small_airport,Fazenda São Rafael Airport,-24.76950073,-54.11869812
489,SSPG,small_airport,Paranaguá Airport,-25.5401001,-48.53120041
490,SSPI,small_airport,Paranavaí Airport,-23.08989906,-52.48849869
491,SSPK,small_airport,Porecatu Airport,-22.77879906,-51.3614006
492,SSPL,small_airport,Palmeira das Missões Airport,-27.90180016,-53.32970047
493,SSPM,small_airport,Porto Murtinho Airport,-21.70960045,-57.88019943
494,SSPN,small_airport,Paranaíba Airport,-19.65119934,-51.19940186
495,SSPS,small_airport,Palmas Airport,-26.47200012,-51.97589874
496,SSPT,small_airport,Palotina Airport,-24.34329987,-53.82870102
497,SSQC,small_airport,Siqueira Campos Airport,-23.67449951,-49.81539917
498,SSQF,small_airport,Fazenda Floresta Negra Airport,-23.81410027,-54.69879913
499,SSQZ,small_airport,Luíz Eduardo Magalhães Airport,-12.10669994,-45.89459991
500,SSRE,small_airport,Realeza Airport,-25.80120087,-53.51269913
501,SSRF,small_airport,Castro Alves Airport,-12.76570034,-39.44670105
502,SSRK,small_airport,Campo Alegre de Lourdes Airport,-9.513910294,-42.99509811
503,SSSB,small_airport,São Borja Airport,-28.6548996,-56.0345993
504,SSSC,small_airport,Santa Cruz do Sul Airport,-29.6840992,-52.41220093
506,SSTB,small_airport,Três Barras Airport,-26.13579941,-50.31090164
507,SSTH,small_airport,Fazenda Thália Airport,-25.52050018,-49.68199921
508,SSTL,small_airport,Plínio Alarcom Airport,-20.75419998,-51.68420029
509,SSUM,small_airport,Umuarama Airport,-23.79870033,-53.31380081
510,SSUV,small_airport,União da Vitória Airport,-26.23340034,-51.06779861
511,SSUY,small_airport,Fazenda Menina Airport,-20.64049911,-51.47689819
512,SSVI,small_airport,Videira Airport,-26.99970055,-51.14189911
513,SSYA,small_airport,Arapoti Airport,-24.10390091,-49.78910065
514,SSZJ,small_airport,Fazenda Torrão de Ouro Airport,-18.1807003,-54.50180054
515,SSZQ,small_airport,Fazenda Panorama Airport,-22.03899956,-56.26940155
516,SSZR,small_airport,Santa Rosa Airport,-27.90670013,-54.520401
517,SSZW,small_airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.18470001,-50.14410019
518,SWBC,small_airport,Barcelos Airport,-0.981292,-62.919601
519,SWBI,small_airport,Barreirinha Airport,-2.79241991,-57.05789948
520,SWBL,small_airport,Balbina Airport,-1.924810052,-59.41230011
521,SWBR,small_airport,Borba Airport,-4.406340122,-59.60240173
522,SWBV,small_airport,Auaris Airport,4.016389,-64.518611
523,SWCA,small_airport,Carauari Airport,-4.871520042,-66.89749908
524,SWCD,small_airport,Fazenda Santa Mônica Airport,-15.93529987,-48.64659882
525,SWCE,small_airport,Fazenda Cedro Airport,-16.20429993,-55.39870071
526,SWCG,small_airport,Fazenda Varjão Grande Airport,-18.49150085,-51.29880142
527,SWCQ,small_airport,Costa Marques Airport,-12.42109966,-64.25160217
528,SWDM,small_airport,Diamantino Airport,-14.37689972,-56.40039825
529,SWDN,small_airport,Dianópolis Airport,-11.59539986,-46.84669876
530,SWEC,small_airport,Estância das Cascatas Airport,-15.89669991,-52.09560013
531,SWEE,small_airport,Estirão do Equador Airport,-4.523779869,-71.56079865
532,SWEI,small_airport,Eirunepé Airport,-6.639530182,-69.87979889
534,SWFQ,small_airport,Fazenda Alvorada Airport,-10.3920002,-48.67919922
535,SWFR,small_airport,Formosa Airport,-15.55510044,-47.34569931
536,SWFX,small_airport,São Félix do Araguaia Airport,-11.63239956,-50.6896019
537,SWGI,small_airport,Gurupi Airport,-11.73960018,-49.13219833
538,SWGN,small_airport,Araguaína Airport,-7.22787,-48.240501
539,SWGP,small_airport,Palmeiras de Goiás Airport,-16.82690048,-49.87889862
540,SWGZ,small_airport,Fazenda Guanabara Airport,-14.76694489,-57.26722336
541,SWHG,small_airport,Santa Helena de Goiás Airport,-17.88388824,-50.5672226
542,SWHT,small_airport,Humaitá Airport,-7.532120228,-63.07210159
543,SWID,small_airport,Fazenda Indiara Airport,-13.3149004,-49.77489853
544,SWII,small_airport,Ipiranga Airport,-2.939069986,-69.69400024
545,SWIN,small_airport,Fazenda Itamarati Norte Airport,-14.24300003,-57.99530029
546,SWIY,small_airport,Santa Izabel do Morro Airport,-11.57229996,-50.66619873
547,SWJI,small_airport,Ji-Paraná Airport,-10.87080002,-61.8465004
548,SWJP,small_airport,Bittencourt Airport,-1.403929949,-69.42379761
549,SWJV,small_airport,Palmeiras do Javari Airport,-5.127240181,-72.80999756
550,SWJW,small_airport,Jataí Airport,-17.82990074,-51.77299881
551,SWKC,small_airport,Cáceres Airport,-16.04360008,-57.62990189
554,SWKO,small_airport,Coari Airport,-4.134059906,-63.13259888
555,SWKT,small_airport,Catalão Airport,-18.21680069,-47.89970016
556,SWKU,small_airport,Cucuí Airport,1.120609999,-66.84179688
557,SWLB,small_airport,Lábrea Airport,-7.278969765,-64.76950073
558,SWLC,small_airport,General Leite de Castro Airport,-17.83472252,-50.95611191
559,SWLV,small_airport,Santo Antônio do Lerverger Airport,-15.85340023,-56.08739853
560,SWME,small_airport,Mineiros Airport,-17.55139923,-52.55670166
561,SWMK,small_airport,Maturacá Airport,0.628269017,-66.11509705
562,SWMW,small_airport,Maués Airport,-3.37217,-57.7248
563,SWNA,small_airport,Novo Aripuanã Airport,-5.118030071,-60.36489868
564,SWNH,small_airport,Aruanã Airport,-14.93249989,-51.04809952
565,SWNK,small_airport,Novo Campo Airport,-8.83456,-67.312401
566,SWNQ,small_airport,Niquelândia Airport,-14.43490028,-48.49150085
567,SWNS,small_airport,Anápolis Airport,-16.36230087,-48.92710114
568,SWNV,small_airport,Aeródromo Nacional de Aviação Airport,-16.62540054,-49.34930038
569,SWOB,small_airport,Fonte Boa Airport,-2.53260994,-66.08319855
570,SWOG,small_airport,Fazenda Itaipu Airport,-13.7525,-56.96111
571,SWPI,small_airport,Parintins Airport,-2.673019886,-56.77719879
572,SWPM,small_airport,Pimenta Bueno Airport,-11.64159966,-61.17910004
573,SWPR,small_airport,Pires do Rio Airport,-17.31909943,-48.33480072
574,SWPZ,small_airport,Oriçanga de Abreu Airport,-14.11810017,-46.34540176
575,SWRD,small_airport,Maestro Marinho Franco Airport,-16.586,-54.7248
576,SWRI,small_airport,Fazenda Roncador I Airport,-12.15540028,-52.27899933
577,SWRZ,small_airport,Fazenda Arrossensal Airport,-14.35309982,-56.71379852
578,SWSF,small_airport,Fazenda São Francisco Airport,-15.22410011,-60.21720123
579,SWSG,small_airport,Fazenda Simarelli Airport,-13.60680008,-59.31679916
580,SWSI,small_airport,Presidente João Batista Figueiredo Airport,-11.88500023,-55.58610916
581,SWSM,small_airport,Fazenda Santa Maria Airport,-15.35833,-57.69444
582,SWSQ,small_airport,São Joaquim Airport,1.733055556,-69.38388889
583,SWTI,small_airport,São Vicente Airport,-14.52029991,-59.7798996
584,SWTO,small_airport,Paraíso do Tocantins Airport,-10.17420006,-48.93280029
585,SWTQ,small_airport,Termas Pousada do Rio Quente Airport,-17.76860046,-48.76169968
586,SWTS,small_airport,Tangará da Serra Airport,-14.6619997,-57.44350052
587,SWTU,small_airport,Fazenda Tucunaré Airport,-13.46552781,-58.86693478
588,SWUA,small_airport,São Miguel do Araguaia Airport,-13.33129978,-50.19760132
589,SWUQ,small_airport,Surucucu Airport,2.835279942,-63.64699936
590,SWUY,small_airport,Urucu Airport,-4.884220123,-65.35540009
591,SWUZ,small_airport,Brigadeiro Araripe Macedo Airport,-16.26169968,-47.96870041
592,SWWA,small_airport,Porangatu Airport,-13.40480042,-49.15829849
593,SWWK,small_airport,Urucará Airport,-2.528889894,-57.75579834
594,SWWL,small_airport,Fazenda Agrocentro Airport,-15.6967001,-52.26390076
595,SWWU,small_airport,Uruaçu Airport,-14.52555561,-49.13777924
596,SWXC,small_airport,Fazenda Tropical Airport,-12.88609982,-61.2983017
597,SWXK,small_airport,Fazenda Rio Alegre Airport,-13.27420044,-56.89229965
598,SWXU,small_airport,Xapuri Airport,-10.63361073,-68.55055237
599,SWYB,heliport,Chácara Messias Heliport,-23.27529907,-46.25189972
600,SWYK,small_airport,Fazenda Ilha Camargo Airport,-17.06259918,-56.58369827
601,SWYM,small_airport,Fazenda Anhanguera Airport,-14.64249992,-59.44910049
602,SWYN,small_airport,Prainha Airport,-7.172870159,-59.83959961
603,SWYQ,small_airport,Fazenda Nova Fronteira Airport,-11.46780014,-56.43759918
604,SWYV,small_airport,Clube de Marte Ibirá de Pará-Quedismo Airport,-21.0913887,-49.22416687
605,SWZM,small_airport,Usina São Simão Airport,-18.98649979,-50.56359863
606,VQ10,small_airport,Yongphulla Airport,27.256399,91.514503
608,69S,small_airport,Avey Field State Airport,48.99840164,-118.2229996
611,CAA6,heliport,Smithers (Canadian) Heliport,54.77500153,-127.1350021
612,CAA8,small_airport,Invermere Airport,50.51670074,-116
613,CAB7,heliport,Kelowna (Alpine) Heliport,49.86538399,-119.5688184
614,CAD4,small_airport,Trail Airport,49.05559921,-117.6090012
615,CAD5,small_airport,Merritt Airport,50.12279892,-120.7470016
616,CAE2,heliport,Cranbrook (East Kootenay Regional Hospital) Heliport,49.51250076,-115.75
617,CAE4,small_airport,Tsacha Lake Airport,53.01670074,-124.8330002
618,CAF4,small_airport,Tsuniah Lake Lodge Airport,51.53329849,-124.1669998
619,CAG3,small_airport,Chilko Lake (Tsylos Park Lodge) Airport,51.62609863,-124.1419983
620,CAH3,small_airport,Courtenay Airpark,49.6794014,-124.9820023
621,CAH4,small_airport,Valemount Airport,52.85329819,-119.3339996
622,CAJ2,small_airport,Wiley Airport,66.4910965,-136.572998
623,CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,49.03689957,-116.4980011
624,CAJ4,small_airport,Anahim Lake Airport,52.45249939,-125.3030014
625,CAJ7,small_airport,Cayley A J Flying Ranch Airport,50.45000076,-113.75
626,CAJ9,small_airport,Fort Ware Airport,57.42720032,-125.6500015
627,CAK3,small_airport,Delta Heritage Air Park,49.0774,-122.941002
628,CAK7,heliport,Vancouver (Children & Women's Health Centre) Heliport,49.24384191,-123.1270958
629,CAL3,small_airport,Douglas Lake Airport,50.16546005,-120.1712734
630,CAL7,heliport,Ganges (Lady Minto / Gulf Islands Hospital) Heliport,48.86252943,-123.5087165
631,CAM3,small_airport,Duncan Airport,48.75453362,-123.7097025
632,CAM5,small_airport,Houston Airport,54.43920098,-126.7788792
634,CAP3,small_airport,Sechelt-Gibsons Airport,49.46060181,-123.7190018
635,CAP6,small_airport,Ingenika Airport,56.79059982,-124.8970032
636,CAQ4,small_airport,Springhouse Airpark,51.95560074,-122.1389999
637,CAQ5,small_airport,Nakusp Airport,50.26639938,-117.8130035
638,CAR2,small_airport,Crawford Bay Airport,49.66669846,-116.8170013
639,CAR3,small_airport,Lillooet Airport,50.67470169,-121.8939972
640,CAS2,small_airport,Moose Lake (Lodge) Airport,53.07329941,-125.4089966
641,CAS3,small_airport,Barkerville Airport,53.08810043,-121.5149994
642,CAT1,small_airport,Atwood / Coghlin Airport,43.68330002,-81.00440216
643,CAT4,small_airport,Qualicum Beach Airport,49.3372,-124.393997
644,CAT5,small_airport,Port Mcneill Airport,50.57559967,-127.0289993
646,CAU3,small_airport,Oliver Airport,49.1733017,-119.5510025
647,CAU4,small_airport,Vanderhoof Airport,54.04610062,-124.012001
649,CAV3,small_airport,One Hundred Mile House Airport,51.64250183,-121.3069992
650,CAV4,small_airport,Mcbride Airport,53.31499863,-120.1709976
651,CAV9,small_airport,Oak Hammock Air Park,50.13779831,-97.06140137
652,CAW3,small_airport,Scum Lake Airport,51.79999924,-123.5830002
653,CAW4,heliport,Whistler (Hospital) Heliport,50.12025263,-122.9546794
654,CAX5,small_airport,Likely Airport,52.61669922,-121.5
655,CAY2,small_airport,Gang Ranch Airport,51.55170059,-122.3270035
656,CAZ4,heliport,Quesnel (G.R. Baker Memorial Hospital) Heliport,52.98266792,-122.5007585
657,CAZ5,small_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314
658,CBA8,small_airport,Beaverley Airport,53.85559845,-122.9079971
659,CBA9,small_airport,Ospika Airport,56.27500153,-124.052002
661,CBB5,heliport,Port Alice (Hospital) Heliport,50.4257417,-127.4884334
662,CBB7,small_airport,Tipella Airport,49.74309921,-122.163002
663,CBB9,small_airport,Osoyoos Airport,49.03720093,-119.4889984
664,CBBC,small_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994
665,CBC2,small_airport,Ford Bay Airport,66.03749847,-124.7149963
666,CBC4,heliport,Kamloops (Royal Inland Hospital) Heliport,50.6690288,-120.3331581
667,CBC7,heliport,Harbour (Public) Heliport,49.28689211,-123.1061123
668,CBC8,heliport,Tofino (Hospital) Heliport,49.15110016,-125.9089966
669,CBC9,heliport,Burgeo (Calder Health Care Corp) Heliport,47.61317919,-57.62399912
670,CBD2,heliport,Delta (North) Heliport,49.11996072,-123.0472679
672,CBD6,small_airport,Nahanni Butte Airport,61.02970123,-123.3889999
673,CBD9,heliport,White Saddle Ranch Heliport,51.73329926,-124.7330017
674,CBE2,small_airport,Elko Airport,49.28329849,-115.1500015
675,CBE3,heliport,Beamsville/Panterra Heliport,43.18655279,-79.47424471
676,CBE9,heliport,Whistler (Municipal) Heliport,50.16837738,-122.9047541
677,CBF4,heliport,Mission (Public Safety) Heliport,49.13275363,-122.3436152
678,CBF5,heliport,Mayne Island (Medical Emergency) Heliport,48.84651014,-123.2835679
679,CBF6,heliport,Seal Cove (Public) Heliport,54.33000183,-130.2779999
680,CBF7,heliport,Victoria Harbour (Camel Point) Heliport,48.41809845,-123.3880005
681,CBF9,small_airport,Mabel Lake Airport,50.60889816,-118.7310028
682,CBG2,small_airport,Green Lake Airport,51.4294014,-121.2099991
683,CBG5,heliport,Nanaimo (Regional General Hospital) Heliport,49.18574931,-123.971757
684,CBG8,heliport,Prince George (Pacific Western Helicopters) Heliport,53.87752332,-122.76667
685,CBH2,small_airport,Helmet Airport,59.42580032,-120.7979965
686,CBH4,small_airport,Prairie Creek Airport,61.56470108,-124.8150024
